Kingdom,Phylum,Class,Order,Family,Genus,Species,OTU,SciName
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,UNKNOWN,UNKNOWN,69ec3e28b929c43933d0295750bb53aa,UNKNOWN UNKNOWN
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,UNKNOWN,a9164d01308501b576afa06256a15b0f,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium UNKNOWN
Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,UNKNOWN,UNKNOWN,02440217083d608c3108cbbd4d895460,UNKNOWN UNKNOWN
Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_canadensis,0eed7e85cb3b7e1468650490d7d07c14,Campylobacter Campylobacter_canadensis
Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,UNKNOWN,33c2a1db873d75d281558564bd599590,Streptomyces UNKNOWN
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Butyricimonas,UNKNOWN,749035841aa042d8827a173915e1ced2,Butyricimonas UNKNOWN
Bacteria,Firmicutes,Clostridia,Oscillospirales,[Eubacterium]_coprostanoligenes_group,[Eubacterium]_coprostanoligenes_group,UNKNOWN,62346e3c1aefb46c754a6624a6e99497,[Eubacterium]_coprostanoligenes_group UNKNOWN
Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,UNKNOWN,a1a0caba36010f7d04672057b9419e73,Paenibacillus UNKNOWN
Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Patulibacter,UNKNOWN,65eadaa28fff9e6492cf0b618bf81f83,Patulibacter UNKNOWN
Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,UNKNOWN,UNKNOWN,0f5b044bf30a02c1362c5705310880e0,UNKNOWN UNKNOWN
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,UNKNOWN,2db5a05e9853d1949c4741abcc5bb836,Alistipes UNKNOWN
Bacteria,Firmicutes,Clostridia,Clostridia_vadinBB60_group,Clostridia_vadinBB60_group,Clostridia_vadinBB60_group,UNKNOWN,b8cd5868663834e3fdfb838bb52be967,Clostridia_vadinBB60_group UNKNOWN
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Candidatus_Arthromitus,UNKNOWN,534624f11ebf42eca7106cc64593249f,Candidatus_Arthromitus UNKNOWN
Bacteria,Cyanobacteria,Cyanobacteriia,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,4b3ab626103d4e38c477560642de7a1c,UNKNOWN UNKNOWN
Bacteria,Proteobacteria,Gammaproteobacteria,Nitrococcales,Nitrococcaceae,Nitrococcus,UNKNOWN,45b65db9fe7ff818aaea3133ee052944,Nitrococcus UNKNOWN
Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales,UNKNOWN,UNKNOWN,b44a9b1ae360ea9ffdee2291657cb19d,UNKNOWN UNKNOWN
Bacteria,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,04fd7bc6889285bad741328e0d12e6aa,UNKNOWN UNKNOWN
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Oligella,Oligella_ureolytica,6ee5a5e3a66e5c1ec08e510438b48ca8,Oligella Oligella_ureolytica
Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Patulibacter,UNKNOWN,f59d2af47353bdc9c19172a8ce4e77b3,Patulibacter UNKNOWN
Bacteria,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,ce6ca3039357c1df3269006cc64ef9b2,UNKNOWN UNKNOWN
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,UNKNOWN,UNKNOWN,e17d0b7ee88e45e9a774e41040e1063c,UNKNOWN UNKNOWN
Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales,Gottschalkia,UNKNOWN,d71cd405f6a743a97c40ee9a38e81aad,Gottschalkia UNKNOWN
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,UNKNOWN,UNKNOWN,a8d9defb23e2312fe7da31cbaef65e98,UNKNOWN UNKNOWN
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,UNKNOWN,UNKNOWN,UNKNOWN,a43f2781ba65b12e674d6098029d855f,UNKNOWN UNKNOWN
Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,Rhizomicrobium,UNKNOWN,c6fe623b1e3bc289b3da1e380fec72ae,Rhizomicrobium UNKNOWN
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,UNKNOWN,UNKNOWN,UNKNOWN,9ac62d7e3161242592a21a9434451bd1,UNKNOWN UNKNOWN
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,UNKNOWN,4542ed3182a0defe909c5d84e68949ce,Alistipes UNKNOWN
Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Oscillospira,UNKNOWN,d67af5c2d2464b05dc3a834a75a2b761,Oscillospira UNKNOWN
Bacteria,Firmicutes,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,Thermoactinomyces,UNKNOWN,b4e61b65e129356cffed6c3619c605fc,Thermoactinomyces UNKNOWN
Bacteria,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2af5256a8909fdc7b5b514639b91feed,UNKNOWN UNKNOWN
UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,adb81e1663603eea0af3068d2a2fbfbb,UNKNOWN UNKNOWN
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,UNKNOWN,cea830ef4ee139e818c67741fd316756,Lactobacillus UNKNOWN
Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes,UNKNOWN,21ffd25b58f22f19607d64ba12df3d95,Atopostipes UNKNOWN
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,UNKNOWN,UNKNOWN,9983caaa48a9c7fca236428e06801136,UNKNOWN UNKNOWN
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,UNKNOWN,09ab78a2f630a0ca9e49809fc0ff769e,Lactobacillus UNKNOWN
Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,UNKNOWN,UNKNOWN,8b9ce5d63321e8cbc4516380a4ecbca9,UNKNOWN UNKNOWN
Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,UNKNOWN,2ce658aa1f68d4a2533e542775adbedf,Streptomyces UNKNOWN
Bacteria,Firmicutes,Bacilli,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,18c578210f44c5da59c287114a691eae,UNKNOWN UNKNOWN
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UNKNOWN,UNKNOWN,UNKNOWN,7d7818cb1206063d05c7d8dee8daf8f4,UNKNOWN UNKNOWN
Bacteria,Proteobacteria,Alphaproteobacteria,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,cad53f082dce25901ae102483b262db2,UNKNOWN UNKNOWN
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,UNKNOWN,699b2702b1b2b43307f2272fa501ec70,Bacteroides UNKNOWN
Bacteria,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,f775e976c61fbdcda9f9ad73d207230e,UNKNOWN UNKNOWN
Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,UNKNOWN,8ae46fc6217544ef997a0c62e026836e,Staphylococcus UNKNOWN
Bacteria,Cyanobacteria,Cyanobacteriia,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,37e3a1689a25e9469811dcc277dab66d,UNKNOWN UNKNOWN
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,UNKNOWN,c39f482c26c617c4c733cf3077e31ee0,Sphingomonas UNKNOWN
Bacteria,Proteobacteria,Alphaproteobacteria,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,363bcf329e80fd94f7519bdc08063f0c,UNKNOWN UNKNOWN
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,UNKNOWN,7d3d3c0c8f2aaaff44ae2c5f6f57a51e,Bacteroides UNKNOWN
Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Erysipelatoclostridium,UNKNOWN,b0651cc7b263eb5aaf7853ddbad976e4,Erysipelatoclostridium UNKNOWN
Bacteria,Firmicutes,UNKNOWN,DTU014,DTU014,DTU014,UNKNOWN,74aaeb93ba19830fa0e2cc55966371bd,DTU014 UNKNOWN
Bacteria,Firmicutes,Bacilli,RF39,RF39,RF39,UNKNOWN,a3d123a9343a97fe6dce1a6a607be5c2,RF39 UNKNOWN
Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Oscillibacter,UNKNOWN,597386617f724a96a18f9d8a54841360,Oscillibacter UNKNOWN
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,UNKNOWN,63f47dc632a076bce53a2c7eb5f49068,Akkermansia UNKNOWN
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,UNKNOWN,6a264704b630eabdcd409a22401b819c,Sphingomonas UNKNOWN
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,UNKNOWN,UNKNOWN,d4a5e68ae13ec925ba22b93ccced2085,UNKNOWN UNKNOWN
UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,cedac2ff30a10689676783f23e52386f,UNKNOWN UNKNOWN
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,UNKNOWN,b5b85bdf7f9bcdf327e92f8546b7dc01,Muribaculaceae UNKNOWN
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,UNKNOWN,UNKNOWN,UNKNOWN,7b0c622dbd3e464b000511bf4fa0ff43,UNKNOWN UNKNOWN
Bacteria,Firmicutes,Bacilli,Caldalkalibacillales,Caldalkalibacillaceae,Caldalkalibacillus,UNKNOWN,ee9385a946a9304e5c9f235d677eacf7,Caldalkalibacillus UNKNOWN
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,UNKNOWN,UNKNOWN,230b7c41547b6ad65cbd9e06bed8e634,UNKNOWN UNKNOWN
Bacteria,Firmicutes,Clostridia,Clostridia_vadinBB60_group,Clostridia_vadinBB60_group,Clostridia_vadinBB60_group,UNKNOWN,96338297420bc412c3cbb2eaaee25e7f,Clostridia_vadinBB60_group UNKNOWN
Bacteria,Firmicutes,Bacilli,RF39,RF39,RF39,UNKNOWN,69fb48dd3f9cc0be656db61ad8700e3a,RF39 UNKNOWN
Bacteria,Firmicutes,Clostridia,Oscillospirales,UNKNOWN,UNKNOWN,UNKNOWN,ecdb9d1fd7f883ccc8873ec7f9119f77,UNKNOWN UNKNOWN
Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,UNKNOWN,UNKNOWN,8c4d4895b951abe67d359b92f87117ab,UNKNOWN UNKNOWN
Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,UNKNOWN,UNKNOWN,1980072e0eb3e242f83d8bfe30b4c887,UNKNOWN UNKNOWN
Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Sporomusaceae,Anaerosinus,UNKNOWN,b6d8f4e790858dc122499a6d7d14567a,Anaerosinus UNKNOWN
Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Erysipelatoclostridium,UNKNOWN,b512720fc680a1d412569dee19b7a727,Erysipelatoclostridium UNKNOWN
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,UNKNOWN,551db9da4a6bcfc5ed14fd0031099acd,Muribaculaceae UNKNOWN
Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Veillonella,UNKNOWN,e5238f2ea49f1ac78f8ce14fef100eb8,Veillonella UNKNOWN
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Pelagibacterium,UNKNOWN,3e809fba852f7d3436aa754a79a06164,Pelagibacterium UNKNOWN
Bacteria,Firmicutes,Bacilli,RF39,RF39,RF39,UNKNOWN,de019c42978161720872d7a17e9c0aa5,RF39 UNKNOWN
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,UNKNOWN,UNKNOWN,UNKNOWN,5c9cc6066cbbc3441cc4b9cacf886a2c,UNKNOWN UNKNOWN
Bacteria,Proteobacteria,Gammaproteobacteria,JG36-TzT-191,JG36-TzT-191,JG36-TzT-191,UNKNOWN,c23430e15dba99da44ff047244625d78,JG36-TzT-191 UNKNOWN
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UNKNOWN,UNKNOWN,05f841e1ab19450dff6694fe469a77fe,UNKNOWN UNKNOWN
Bacteria,Firmicutes,Clostridia,Oscillospirales,Butyricicoccaceae,UNKNOWN,UNKNOWN,fb934295158728dee4b17e81ccdff11f,UNKNOWN UNKNOWN
Bacteria,Firmicutes,Clostridia,Lachnospirales,UNKNOWN,UNKNOWN,UNKNOWN,47bd3f2dac23afa66ed989af6c24c1f9,UNKNOWN UNKNOWN
Bacteria,Firmicutes,Bacilli,RF39,RF39,RF39,UNKNOWN,446faca02bcb2bd3ae85f541c3c3d3b7,RF39 UNKNOWN
Bacteria,Firmicutes,Clostridia,Clostridia_UCG-014,Clostridia_UCG-014,Clostridia_UCG-014,UNKNOWN,77d46a2cdb9594c35e978461a1c3cc56,Clostridia_UCG-014 UNKNOWN
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,LD29,UNKNOWN,ce890665eb2fb6b86680d409ea0a2d20,LD29 UNKNOWN
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,UNKNOWN,UNKNOWN,1e9306a4b27304d0df6d8e6f06dc953b,UNKNOWN UNKNOWN
Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Savagea,UNKNOWN,3073690a8233475dcf5f6d739def1bb5,Savagea UNKNOWN
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,UNKNOWN,UNKNOWN,624cdff2557f67b0b1f133c3c605c95d,UNKNOWN UNKNOWN
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Qingshengfania,Pseudochelatococcus_lubricantis,838c7124f73f7f5ed470c265a8e5565c,Qingshengfania Pseudochelatococcus_lubricantis
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Paenochrobactrum,UNKNOWN,ff0adda76b5dff751a29f0751c3a0e02,Paenochrobactrum UNKNOWN
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,UNKNOWN,UNKNOWN,UNKNOWN,b080f91bc05797c5ed9a259ef421e5ba,UNKNOWN UNKNOWN
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,UNKNOWN,UNKNOWN,UNKNOWN,ac007328bce609a715815c6a7fbb9e95,UNKNOWN UNKNOWN
Bacteria,Firmicutes,Clostridia,Oscillospirales,[Eubacterium]_coprostanoligenes_group,[Eubacterium]_coprostanoligenes_group,UNKNOWN,263149747a5af3db75f684b4c2a49469,[Eubacterium]_coprostanoligenes_group UNKNOWN
Bacteria,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,c4144bc775257c6e0ae91368ea41acdf,UNKNOWN UNKNOWN
Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium,UNKNOWN,992718fcdeba77ce8625eedfaff2d9f5,Faecalibacterium UNKNOWN
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,UNKNOWN,UNKNOWN,UNKNOWN,63a18abd3bc7d6f6e57948fb245e43e8,UNKNOWN UNKNOWN
Bacteria,Firmicutes,Bacilli,RF39,RF39,RF39,UNKNOWN,588cd95a126c16d601b5a5801c2d771d,RF39 UNKNOWN
Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales,Tissierella,UNKNOWN,b2c2743dcee7f1c8b9da8f467ea21682,Tissierella UNKNOWN
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,UNKNOWN,UNKNOWN,37bc479a6eedf365a91e5110347ab2de,UNKNOWN UNKNOWN
Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Subdoligranulum,UNKNOWN,e66002e9b47b160238f3124f79dbd40f,Subdoligranulum UNKNOWN
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UNKNOWN,UNKNOWN,1215b9bfb0cd195d790adb1020ed1650,UNKNOWN UNKNOWN
Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,UNKNOWN,4d086403abf9d34011374cc4d40fa0f3,Nocardioides UNKNOWN
Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,UNKNOWN,UNKNOWN,175f1d04289404dfb2fee7ab1df7e9c3,UNKNOWN UNKNOWN
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Dinghuibacter,UNKNOWN,8dfc3bd80ef8f26a711c5ecc1452f951,Dinghuibacter UNKNOWN
Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus_yonginensis,ef79040b43b7ea02837e524bb64f9710,Paenibacillus Paenibacillus_yonginensis
Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,UNKNOWN,UNKNOWN,06a24b5508922a22cbd5cf4639755a04,UNKNOWN UNKNOWN
Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,UNKNOWN,027d7096c60bb3a5b7ab17c1bde84bbb,Desulfovibrio UNKNOWN
Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UNKNOWN,UNKNOWN,92068916760293c408caef79eddaf8e2,UNKNOWN UNKNOWN
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Rikenella_microfusus,884bee20c88eff40f1f3f02617309a15,Rikenella Rikenella_microfusus
Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,UNKNOWN,UNKNOWN,a4adb062e789a813368b3e2ec4df539e,UNKNOWN UNKNOWN
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,UNKNOWN,UNKNOWN,UNKNOWN,c082785a4c3e8e91ce09e5f1fd4141aa,UNKNOWN UNKNOWN
Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Marinilutecoccus,UNKNOWN,548801f5aa26671fade7490b41d5b0d3,Marinilutecoccus UNKNOWN
Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Facklamia,UNKNOWN,dade306c51d30e41b5548a8863abd4b2,Facklamia UNKNOWN
Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales,Gottschalkia,Gottschalkia_acidurici,a5dd567b7706a2e29893f4508e9f921f,Gottschalkia Gottschalkia_acidurici
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,UNKNOWN,cd056edc5d7634c32e5f10be1b3a6e0e,Corynebacterium UNKNOWN
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,Sediminibacterium_sp.,50c1adc394d69456bab0180bd2d25d57,Sediminibacterium Sediminibacterium_sp.
Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales,Alkaliphilus,UNKNOWN,1f53ab1e847623a0c049ccfbf9481d3f,Alkaliphilus UNKNOWN
Bacteria,Firmicutes,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,Thermoactinomyces,UNKNOWN,702e821793e8ad73e60a49ee91165118,Thermoactinomyces UNKNOWN
Bacteria,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Tumebacillus,UNKNOWN,9abf8ae66d0973819a2d2d36bccd9191,Tumebacillus UNKNOWN
UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2d51dcb022f11b75c6919aac6b913964,UNKNOWN UNKNOWN
Bacteria,Dependentiae,Babeliae,Babeliales,Babeliaceae,Babeliaceae,UNKNOWN,d84973debd08ed9636b1ef0efa18bab7,Babeliaceae UNKNOWN
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,UNKNOWN,UNKNOWN,50e73a4b0a252693b61d50e12cdb6ffd,UNKNOWN UNKNOWN
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,UNKNOWN,3210be4ed70fecfcf9e7b9ccf05766a5,Lactobacillus UNKNOWN
Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,UNKNOWN,UNKNOWN,8921755fb30101b8fc89e3bd7d7f8686,UNKNOWN UNKNOWN
Bacteria,Cyanobacteria,Vampirivibrionia,Gastranaerophilales,Gastranaerophilales,Gastranaerophilales,Acinetobacter_sp.,7b77d2e8cbf070d80884f5f1edc3b627,Gastranaerophilales Acinetobacter_sp.
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,UNKNOWN,e71e068e0fc828028411ceaba29a3597,Escherichia-Shigella UNKNOWN
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,UNKNOWN,a931db0132f20741ae1f70ae3fe1267c,Methylobacterium-Methylorubrum UNKNOWN
UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,7c8b5556d508510349f9f7b0e300f0d0,UNKNOWN UNKNOWN
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,UNKNOWN,be636998689e31dd04b0109b16d51d50,Methylobacterium-Methylorubrum UNKNOWN
Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales,Ezakiella,UNKNOWN,75b29780adb370b87fee1f12da5702b3,Ezakiella UNKNOWN
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,UNKNOWN,dea44d2e6e1459beca132ac976666bd3,Acinetobacter UNKNOWN
Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium,UNKNOWN,9e715094b850fdbaeac62dac4775c496,Faecalibacterium UNKNOWN
UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0b29ca9bc49d6eb3a62ea54f809c268a,UNKNOWN UNKNOWN
Bacteria,Proteobacteria,Gammaproteobacteria,JG36-TzT-191,JG36-TzT-191,JG36-TzT-191,UNKNOWN,50f1b5598467260c966f97e3abe3289f,JG36-TzT-191 UNKNOWN
Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,67-14,Solirubrobacterales_bacterium,8ac31b088761470d4aaddc302c73a779,67-14 Solirubrobacterales_bacterium
Bacteria,Firmicutes,Bacilli,Erysipelotrichales,UNKNOWN,UNKNOWN,UNKNOWN,8b7135656cf2708bf4709c7392114261,UNKNOWN UNKNOWN
Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,UNKNOWN,502b993d8d5f3208be104055f72f272a,Christensenellaceae_R-7_group UNKNOWN
UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,38a2337619e52de6408054ffea1ef2db,UNKNOWN UNKNOWN
Bacteria,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,3369c30ff13134ca585dc616474f89c6,UNKNOWN UNKNOWN
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,UNKNOWN,UNKNOWN,UNKNOWN,8dcfe8367fa6e020eb3ec6951bf215c7,UNKNOWN UNKNOWN
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,UNKNOWN,UNKNOWN,UNKNOWN,11b903357c3861f9b5e0c12307e7a3bc,UNKNOWN UNKNOWN
Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UNKNOWN,UNKNOWN,fed82640c62c67f24f07210b9212472d,UNKNOWN UNKNOWN
Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,UNKNOWN,UNKNOWN,e2042ce68bb467921e4d5ba761a8212a,UNKNOWN UNKNOWN
Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,UCG-004,UNKNOWN,f54cc5b4b5df18fd564c2cb2544e0d34,UCG-004 UNKNOWN
Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Mycoplasmataceae,Candidatus_Bacilloplasma,UNKNOWN,6de0b6a42b4a2f092ccd95bc78aa79e0,Candidatus_Bacilloplasma UNKNOWN
Eukaryota,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0fe59adc055cdc8f4951c438fdf4931d,UNKNOWN UNKNOWN
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,UNKNOWN,UNKNOWN,32315ae25789afcddcb2e7ed95f145a5,UNKNOWN UNKNOWN
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,UNKNOWN,c3e0f26e1ac72dfe3e2d0a9c043d77a3,Corynebacterium UNKNOWN
Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Marinimicrobium,Marinimicrobium_sp.,2a0e164aecb045feb8d3c1469723d860,Marinimicrobium Marinimicrobium_sp.
Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,UNKNOWN,4ecc62c718a4af9892ea49d822a0eed6,Haliangium UNKNOWN
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,UNKNOWN,7e3ddeb0407b3dc6a7cbc36a53d6a7ab,Rikenella UNKNOWN
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,UNKNOWN,UNKNOWN,c63a29416a7eabd7ff67a49489118771,UNKNOWN UNKNOWN
Bacteria,Proteobacteria,Gammaproteobacteria,UNKNOWN,UNKNOWN,Candidatus_Ovatusbacter,UNKNOWN,2016da0c2e42cd95796f747628b49b76,Candidatus_Ovatusbacter UNKNOWN
